alert_id,customer_id,customer_segment,customer_tenure_years,country,counterparty_country,txn_amount,txn_type,counterparty,alert_reason,prior_alerts_90d,is_true_positive
AL000326,C95914,retail,11,FR,FR,49755.69,ach,CP4842,sanctions_match,5,1
AL000327,C51462,retail,18,DE,SG,3100.9,ach,CP8017,velocity,1,0
AL000328,C57020,retail,15,DE,AU,4208.54,wire,CP6004,velocity,1,0
AL000329,C12441,retail,23,CA,TR,8928.64,cash,CP9309,high_risk_geo,1,1
AL000330,C29481,retail,15,ZA,DE,138122.7,ach,CP6993,sanctions_match,8,0
AL000331,C41310,retail,16,ZA,FR,8817.7,ach,CP3717,structuring,0,1
AL000332,C18239,private,24,GB,GB,36653.82,card,CP5331,dormant_reactivation,0,0
AL000333,C52476,retail,1,DE,JP,50000.0,card,CP2691,round_amount,3,0
AL000334,C20202,private,11,FR,MX,158870.01,wire,CP9465,high_risk_geo,1,0
AL000335,C28214,retail,19,KP,JP,43412.43,ach,CP8207,pep_match,0,1
AL000336,C53283,retail,7,FR,GB,8593.27,cash,CP2856,structuring,0,0
AL000337,C15136,retail,4,DE,AU,61295.74,wire,CP3406,sanctions_match,1,0
AL000338,C47152,retail,23,GB,AU,24384.87,ach,CP2404,high_risk_geo,3,0
AL000339,C96461,retail,24,SG,TR,9618.5,ach,CP9369,structuring,2,1
AL000340,C76107,retail,0,JP,ZA,6376.86,ach,CP7877,high_risk_geo,0,0
AL000341,C89098,business,21,GB,US,26665.21,cash,CP9835,pep_match,0,0
AL000342,C59969,business,25,NG,AU,4380.38,ach,CP6742,velocity,0,0
AL000343,C63562,retail,19,CA,FR,10000.0,card,CP5223,round_amount,0,0
AL000344,C23970,retail,10,US,CA,5143.88,ach,CP3535,high_risk_geo,1,0
AL000345,C82365,retail,24,FR,BR,12312.88,wire,CP8904,high_risk_geo,1,0
AL000346,C40116,retail,21,SG,FR,11887.13,cash,CP8317,high_risk_geo,1,0
AL000347,C61000,private,22,IR,AU,17054.2,ach,CP1086,pep_match,1,1
AL000348,C62513,business,1,BR,BR,16488.07,wire,CP9536,sanctions_match,0,0
AL000349,C35525,retail,25,AE,TR,24819.55,wire,CP1550,dormant_reactivation,2,0
AL000350,C62354,private,2,DE,NG,90255.13,ach,CP6785,sanctions_match,5,0
AL000351,C46242,retail,18,DE,CA,137623.37,cash,CP4707,sanctions_match,1,0
AL000352,C25336,retail,9,AU,FR,8691.62,wire,CP9409,structuring,0,0
AL000353,C70142,business,10,ZA,SG,100000.0,ach,CP8548,round_amount,0,0
AL000354,C56281,business,10,BR,CA,10000.0,ach,CP9462,round_amount,0,0
AL000355,C38647,retail,15,FR,CA,25000.0,wire,CP5408,round_amount,3,0
AL000356,C91080,retail,6,DE,DE,9410.59,card,CP6833,structuring,0,0
AL000357,C51342,retail,15,CA,SG,5132.47,card,CP9066,high_risk_geo,5,0
AL000358,C26809,business,7,ZA,BR,9955.82,card,CP1887,structuring,0,0
AL000359,C51373,retail,22,US,AU,34379.66,wire,CP1137,pep_match,5,0
AL000360,C34105,retail,19,CA,FR,9001.35,wire,CP9171,structuring,0,0
AL000361,C23090,retail,21,JP,AU,2281.11,ach,CP5422,velocity,5,0
AL000362,C51383,business,20,AU,GB,5000.0,wire,CP8972,round_amount,0,0
AL000363,C53864,retail,3,US,GB,54259.1,wire,CP5256,sanctions_match,2,0
AL000364,C95082,retail,18,FR,AU,88097.08,ach,CP9821,sanctions_match,1,0
AL000365,C28985,retail,9,JP,SG,36879.0,card,CP3745,pep_match,0,0
AL000366,C48188,retail,10,BR,AU,45372.24,wire,CP5382,pep_match,0,0
AL000367,C26389,retail,5,SG,JP,29428.6,card,CP4844,dormant_reactivation,0,0
AL000368,C13455,retail,15,NG,DE,8669.53,wire,CP7504,structuring,3,0
AL000369,C68085,retail,7,IR,GB,163880.75,card,CP3071,sanctions_match,0,0
AL000370,C81898,retail,17,AE,JP,45780.56,card,CP8288,pep_match,0,0
AL000371,C50587,retail,20,ZA,SG,37495.8,card,CP6688,dormant_reactivation,0,0
AL000372,C27865,retail,16,CA,JP,25000.0,wire,CP6634,round_amount,0,0
AL000373,C81855,retail,7,SG,BR,95.21,ach,CP7121,velocity,0,0
AL000374,C91962,retail,8,BR,GB,36908.47,ach,CP4924,dormant_reactivation,0,0
AL000375,C69682,retail,9,FR,FR,10000.0,card,CP8418,round_amount,0,0
AL000376,C67464,retail,9,DE,GB,242444.2,wire,CP1134,sanctions_match,5,1
AL000377,C53286,retail,22,SG,AU,3939.34,ach,CP2314,velocity,0,0
AL000378,C11653,business,8,AE,AU,136026.39,wire,CP2998,sanctions_match,3,0
AL000379,C97294,business,24,AU,SG,9415.39,wire,CP4415,structuring,0,1
AL000380,C93692,retail,3,FR,TR,36466.21,cash,CP5895,dormant_reactivation,0,0
AL000381,C61879,retail,8,NG,CA,9186.07,ach,CP4982,structuring,0,0
AL000382,C91937,retail,21,SG,GB,3865.45,wire,CP1983,velocity,0,0
AL000383,C35292,retail,25,CA,DE,4909.29,cash,CP1349,velocity,2,0
AL000384,C34461,retail,15,GB,US,50000.0,ach,CP9906,round_amount,0,0
AL000385,C80989,retail,9,FR,ZA,27815.11,wire,CP7014,pep_match,0,0
AL000386,C80642,retail,23,AU,US,22136.59,cash,CP7348,high_risk_geo,0,1
AL000387,C27009,retail,2,GB,JP,25000.0,wire,CP3926,round_amount,0,0
AL000388,C43546,business,19,SG,US,17835.03,ach,CP1804,high_risk_geo,0,0
AL000389,C57307,retail,25,CA,DE,24671.99,card,CP7814,dormant_reactivation,0,0
AL000390,C22729,business,6,US,MX,5813.06,wire,CP2658,high_risk_geo,0,0
AL000391,C93705,private,13,DE,DE,175065.01,wire,CP6864,high_risk_geo,1,0
AL000392,C88632,retail,5,AU,TR,9183.75,ach,CP8258,pep_match,0,0
AL000393,C41551,business,23,ZA,SY,18711.63,cash,CP9939,pep_match,0,0
AL000394,C77844,retail,9,FR,SG,50000.0,wire,CP3213,round_amount,0,0
AL000395,C77013,business,8,FR,KP,15882.25,cash,CP3534,pep_match,3,0
AL000396,C38499,retail,18,GB,JP,9997.14,wire,CP2264,high_risk_geo,0,0
AL000397,C17329,private,12,TR,CA,178450.92,wire,CP6478,high_risk_geo,2,1
AL000398,C92862,retail,0,BR,AE,38565.42,cash,CP7266,pep_match,2,0
AL000399,C68407,retail,23,JP,GB,2536.89,wire,CP9269,velocity,0,0
AL000400,C75774,retail,8,AU,JP,119225.74,cash,CP8118,sanctions_match,0,1
AL000401,C78714,private,19,GB,DE,50000.0,ach,CP5034,round_amount,0,0
AL000402,C95905,retail,10,AU,CA,168101.01,ach,CP1396,sanctions_match,0,0
AL000403,C30446,private,6,JP,BR,79163.7,wire,CP2405,high_risk_geo,2,0
AL000404,C37395,retail,15,GB,MX,86146.21,card,CP9814,sanctions_match,0,1
AL000405,C43483,retail,21,FR,GB,34998.01,wire,CP3790,dormant_reactivation,1,0
AL000406,C24141,retail,21,FR,US,97466.96,wire,CP1312,sanctions_match,2,0
AL000407,C34434,retail,19,BR,AU,24532.24,wire,CP4258,high_risk_geo,0,0
AL000408,C91950,retail,21,US,FR,2475.17,cash,CP5953,velocity,0,0
AL000409,C46725,retail,0,VE,US,13032.43,ach,CP4695,dormant_reactivation,8,0
AL000410,C85090,retail,7,NG,AU,24212.11,ach,CP3502,high_risk_geo,1,0
AL000411,C50501,retail,6,JP,GB,9228.92,ach,CP9582,structuring,1,0
AL000412,C29073,business,5,GB,GB,385.68,ach,CP1483,velocity,1,0
AL000413,C90213,private,4,RU,SY,25000.0,wire,CP5372,round_amount,0,0
AL000414,C95140,retail,19,DE,US,443.4,cash,CP7126,velocity,0,0
AL000415,C39170,retail,8,SG,DE,7870.58,cash,CP4323,structuring,0,0
AL000416,C89682,private,12,SG,RU,16379.8,ach,CP7232,dormant_reactivation,0,0
AL000417,C15144,private,17,US,SG,5000.0,card,CP7347,round_amount,0,0
AL000418,C90364,retail,5,US,SG,25000.0,cash,CP1893,round_amount,0,0
AL000419,C61520,retail,22,BR,BR,180800.37,wire,CP7775,sanctions_match,2,0
AL000420,C26193,retail,22,SG,DE,5000.0,wire,CP2494,round_amount,1,0
AL000421,C15754,retail,12,JP,AU,39595.12,ach,CP3799,dormant_reactivation,3,0
AL000422,C68491,business,23,GB,GB,9484.45,wire,CP5731,structuring,0,0
AL000423,C10753,retail,15,GB,AE,20307.92,wire,CP9084,high_risk_geo,0,0
AL000424,C83079,retail,8,SG,SG,150503.53,wire,CP4401,sanctions_match,3,0
AL000425,C64651,retail,2,JP,US,28989.02,ach,CP3920,dormant_reactivation,0,1
AL000426,C59668,retail,10,GB,NG,12203.77,wire,CP2108,high_risk_geo,2,0
AL000427,C37400,private,16,AE,GB,173807.55,wire,CP1953,sanctions_match,0,1
AL000428,C56380,retail,18,CA,FR,100000.0,card,CP3125,round_amount,0,0
AL000429,C91980,retail,3,SG,GB,9654.43,wire,CP2932,high_risk_geo,0,1
AL000430,C43347,private,6,AU,JP,2824.06,ach,CP2111,velocity,0,0
AL000431,C35430,retail,0,JP,CA,16797.49,ach,CP6415,dormant_reactivation,1,0
AL000432,C70616,business,17,BR,AE,6960.54,wire,CP7782,dormant_reactivation,0,0
AL000433,C56346,business,25,FR,JP,15717.71,wire,CP2084,high_risk_geo,1,0
AL000434,C50407,business,5,US,AU,26806.8,wire,CP6152,dormant_reactivation,1,0
AL000435,C59049,private,9,CA,DE,2286.94,card,CP1612,velocity,0,0
AL000436,C52904,private,16,RU,SG,80815.56,ach,CP3347,high_risk_geo,0,0
AL000437,C15771,private,0,GB,US,50000.0,cash,CP2426,round_amount,0,0
AL000438,C47560,retail,10,AE,FR,144601.18,ach,CP5532,sanctions_match,3,1
AL000439,C55916,retail,3,CA,GB,616.58,card,CP6218,velocity,1,0
AL000440,C71700,retail,1,MX,GB,78188.7,card,CP1826,sanctions_match,0,1
AL000441,C79924,retail,24,AU,SG,12112.49,ach,CP2286,high_risk_geo,0,0
AL000442,C71000,business,9,SG,CA,40157.05,ach,CP8709,pep_match,0,0
AL000443,C13966,retail,10,FR,BR,9332.16,ach,CP2070,structuring,2,0
AL000444,C24022,retail,12,SG,MX,17561.05,ach,CP6339,pep_match,0,0
AL000445,C54658,retail,15,FR,AU,13268.84,ach,CP4411,high_risk_geo,0,0
AL000446,C85260,business,23,AU,JP,18882.66,wire,CP8972,high_risk_geo,1,0
AL000447,C59664,retail,21,JP,SG,8474.6,ach,CP6364,structuring,1,0
AL000448,C69372,retail,4,CA,GB,23065.12,ach,CP9704,high_risk_geo,0,0
AL000449,C55123,retail,13,SG,JP,2872.87,card,CP2462,velocity,0,0
AL000450,C57086,retail,22,AU,MX,92621.11,ach,CP2797,sanctions_match,0,0
AL000451,C32729,business,17,TR,AU,16042.74,ach,CP8780,dormant_reactivation,0,0
AL000452,C28873,retail,2,JP,TR,4987.41,ach,CP8974,velocity,0,0
AL000453,C69558,retail,13,KP,AU,22910.23,cash,CP9346,pep_match,1,0
AL000454,C75762,retail,23,BR,GB,100000.0,wire,CP5411,round_amount,0,0
AL000455,C78997,retail,22,JP,US,14665.36,ach,CP5578,high_risk_geo,1,1
AL000456,C80127,retail,1,CA,CA,31757.65,cash,CP1176,dormant_reactivation,0,0
AL000457,C88333,retail,9,SG,JP,25000.0,card,CP5981,round_amount,2,0
AL000458,C47593,private,23,AE,ZA,9054.56,ach,CP8942,structuring,0,0
AL000459,C29809,retail,5,FR,FR,4296.4,wire,CP8317,velocity,0,0
AL000460,C64125,retail,4,DE,US,4921.15,card,CP7277,velocity,1,0
AL000461,C72420,retail,5,GB,JP,160744.14,cash,CP5937,sanctions_match,0,0
AL000462,C68827,retail,0,ZA,AU,25000.0,wire,CP7258,round_amount,3,0
AL000463,C53904,retail,20,NG,AE,17748.48,card,CP5429,high_risk_geo,0,0
AL000464,C33582,retail,21,AU,DE,33660.11,cash,CP6132,dormant_reactivation,0,0
AL000465,C14461,retail,9,CA,CA,7078.15,ach,CP1388,high_risk_geo,0,0
AL000466,C94922,retail,4,DE,NG,177164.74,wire,CP4027,sanctions_match,2,0
AL000467,C52389,business,22,FR,CA,22781.5,card,CP5216,dormant_reactivation,2,0
AL000468,C36302,retail,2,US,JP,64930.53,card,CP7432,sanctions_match,0,0
AL000469,C19557,retail,8,GB,AU,9144.59,wire,CP2153,structuring,0,1
AL000470,C53231,retail,12,SG,SG,9229.78,wire,CP7411,structuring,0,0
AL000471,C73185,retail,7,SG,AU,36442.82,card,CP2985,pep_match,0,1
AL000472,C54572,retail,2,MX,FR,5000.0,ach,CP2318,round_amount,5,0
AL000473,C23994,business,22,FR,GB,5786.62,ach,CP6886,high_risk_geo,0,0
AL000474,C80851,retail,15,BR,GB,48676.63,cash,CP6041,sanctions_match,1,0
AL000475,C95701,retail,12,BR,AE,85151.63,ach,CP9570,sanctions_match,1,1
AL000476,C91051,retail,15,GB,DE,9700.98,wire,CP1750,sanctions_match,1,0
AL000477,C23937,retail,18,US,US,4112.66,wire,CP2870,velocity,1,0
AL000478,C25833,retail,21,DE,DE,25000.0,card,CP9943,round_amount,8,0
AL000479,C82536,retail,5,TR,GB,362.95,wire,CP3703,velocity,2,0
AL000480,C21683,retail,0,AE,AU,8056.13,card,CP5648,pep_match,0,0
AL000481,C14931,retail,5,BR,DE,9201.22,ach,CP3949,structuring,0,0
AL000482,C91123,private,16,AE,MX,2122.99,ach,CP6929,velocity,0,0
AL000483,C30940,business,15,VE,DE,312.69,wire,CP1706,velocity,0,0
AL000484,C80432,retail,23,DE,JP,21103.07,cash,CP3881,high_risk_geo,0,1
AL000485,C52688,retail,23,CA,DE,22352.08,ach,CP4769,dormant_reactivation,0,0
AL000486,C67129,private,18,CA,AU,10157.8,card,CP3374,pep_match,0,0
AL000487,C14206,retail,6,GB,GB,10000.0,ach,CP1977,round_amount,5,0
AL000488,C90154,retail,25,SG,GB,17310.09,card,CP3784,pep_match,1,0
AL000489,C66113,retail,8,DE,SG,49784.08,ach,CP5041,pep_match,2,1
AL000490,C71689,retail,1,DE,ZA,9801.12,card,CP9261,structuring,0,1
AL000491,C63296,retail,24,SG,NG,5080.36,ach,CP4571,pep_match,0,1
AL000492,C70786,retail,0,CA,FR,9340.24,card,CP3271,structuring,1,0
AL000493,C65823,business,16,JP,US,31439.79,ach,CP5420,pep_match,1,1
AL000494,C16758,retail,21,DE,CA,22616.94,cash,CP2818,high_risk_geo,0,0
AL000495,C53899,retail,6,US,GB,28027.76,wire,CP4909,dormant_reactivation,1,0
AL000496,C58865,retail,8,DE,DE,1795.92,wire,CP6656,velocity,1,0
AL000497,C18601,retail,22,CA,FR,100000.0,ach,CP4085,round_amount,1,0
AL000498,C75054,business,3,CA,GB,4793.37,wire,CP3465,velocity,0,0
AL000499,C18250,business,0,US,GB,25000.0,ach,CP1361,round_amount,1,0
AL000500,C81888,business,22,JP,JP,32373.35,ach,CP8295,dormant_reactivation,1,0
AL000501,C47274,retail,1,FR,FR,8860.49,card,CP8469,structuring,2,1
AL000502,C31135,business,21,GB,FR,9931.32,card,CP4897,structuring,1,0
AL000503,C29391,retail,10,VE,FR,963.26,ach,CP7109,velocity,0,0
AL000504,C81584,retail,10,VE,US,50000.0,cash,CP9313,round_amount,3,0
AL000505,C24721,retail,14,SG,ZA,7524.76,ach,CP8847,dormant_reactivation,3,0
AL000506,C35578,business,1,CA,AU,21817.54,ach,CP9625,high_risk_geo,0,0
AL000507,C74286,retail,16,MX,CA,21989.03,ach,CP6206,high_risk_geo,5,0
AL000508,C47309,retail,12,US,MX,10000.0,cash,CP6651,round_amount,0,0
AL000509,C65552,retail,25,VE,SG,49631.34,card,CP7786,dormant_reactivation,0,0
AL000510,C21593,retail,18,CA,FR,100000.0,card,CP1108,round_amount,0,0
AL000511,C74302,retail,12,BR,SG,28482.23,card,CP1691,dormant_reactivation,0,0
AL000512,C71936,business,20,FR,SG,7858.78,wire,CP3034,structuring,0,0
AL000513,C57416,retail,2,BR,DE,30278.99,wire,CP8872,sanctions_match,8,0
AL000514,C29154,retail,5,NG,CA,2587.0,ach,CP6237,velocity,2,0
AL000515,C93747,retail,9,JP,FR,2126.59,card,CP2258,velocity,0,0
AL000516,C99842,retail,25,GB,GB,11452.14,ach,CP6939,high_risk_geo,2,0
AL000517,C30257,retail,5,GB,FR,3905.1,ach,CP9247,velocity,3,0
AL000518,C28220,retail,9,CA,CA,204801.76,card,CP8240,sanctions_match,0,0
AL000519,C39697,business,22,JP,FR,186242.82,wire,CP6036,sanctions_match,0,1
AL000520,C96479,retail,6,CA,CA,5192.2,ach,CP9412,sanctions_match,0,1
AL000521,C36217,retail,19,FR,FR,711.57,wire,CP4027,dormant_reactivation,0,0
AL000522,C76179,retail,23,GB,MX,11956.73,wire,CP2119,high_risk_geo,0,0
AL000523,C38051,retail,23,US,DE,900.28,cash,CP9260,velocity,0,0
AL000524,C24790,business,16,GB,CA,9628.09,card,CP6149,structuring,0,0
AL000525,C47173,retail,15,GB,JP,14555.91,cash,CP8486,dormant_reactivation,0,0
AL000526,C99015,retail,25,SG,AU,4925.56,ach,CP7020,velocity,2,0
AL000527,C87405,retail,4,RU,AU,100000.0,ach,CP2666,round_amount,0,0
AL000528,C75419,private,7,KP,DE,1041.3,card,CP5563,velocity,0,0
AL000529,C29316,private,15,ZA,AU,2405.34,ach,CP8448,velocity,0,0
AL000530,C33474,retail,21,SG,GB,25351.05,wire,CP7269,sanctions_match,0,1
AL000531,C48477,retail,25,FR,CA,4010.56,cash,CP9157,pep_match,2,0
AL000532,C51229,retail,3,JP,ZA,5353.41,cash,CP7165,high_risk_geo,8,0
AL000533,C24336,retail,12,GB,FR,8374.38,ach,CP9037,dormant_reactivation,0,0
AL000534,C56237,retail,12,SG,GB,6114.74,wire,CP5660,high_risk_geo,1,0
AL000535,C22759,retail,20,US,JP,4057.29,ach,CP8014,velocity,2,0
AL000536,C49965,retail,22,JP,DE,8313.82,ach,CP2875,structuring,0,1
AL000537,C51486,retail,15,JP,AU,15295.2,ach,CP7188,high_risk_geo,0,0
AL000538,C31840,retail,24,CA,AE,33820.54,ach,CP5907,dormant_reactivation,0,0
AL000539,C62694,retail,9,SG,CA,42546.65,wire,CP4700,pep_match,0,0
AL000540,C55523,retail,15,NG,AE,11736.76,wire,CP2256,high_risk_geo,2,0
AL000541,C33671,retail,21,FR,JP,8707.35,wire,CP1304,structuring,0,0
AL000542,C90533,retail,20,GB,DE,48113.43,cash,CP8106,dormant_reactivation,0,0
AL000543,C67067,business,24,US,JP,10000.0,wire,CP7721,round_amount,1,0
AL000544,C41258,retail,19,AE,AU,4127.37,ach,CP2860,velocity,0,0
AL000545,C46408,retail,0,FR,AU,5000.0,wire,CP3883,round_amount,0,0
AL000546,C63347,retail,2,SG,US,44845.97,ach,CP6954,pep_match,0,0
AL000547,C86076,retail,3,BR,NG,7199.9,wire,CP9605,pep_match,1,0
AL000548,C65426,retail,23,TR,JP,4170.05,cash,CP4571,velocity,2,0
AL000549,C65545,retail,3,FR,FR,29556.15,ach,CP8780,pep_match,0,0
AL000550,C96798,retail,1,TR,JP,15546.94,ach,CP1895,pep_match,3,0
AL000551,C40983,retail,21,DE,AU,3212.8,cash,CP8248,velocity,3,0
AL000552,C31001,retail,6,BR,MX,496.74,card,CP8190,velocity,0,0
AL000553,C53610,retail,15,NG,US,4338.9,card,CP7920,velocity,3,0
AL000554,C13584,business,10,TR,CA,2133.31,cash,CP1853,velocity,0,0
AL000555,C42716,retail,2,SG,GB,100465.13,ach,CP9460,sanctions_match,0,1
AL000556,C32738,private,23,NG,ZA,20633.75,card,CP6367,dormant_reactivation,0,0
AL000557,C92133,private,17,AU,AU,100000.0,wire,CP4747,round_amount,3,0
AL000558,C32298,business,2,KP,GB,100558.21,ach,CP2922,sanctions_match,0,0
AL000559,C74771,retail,25,SG,BR,56508.75,wire,CP7259,sanctions_match,3,1
AL000560,C44314,retail,4,ZA,FR,33923.99,ach,CP4858,dormant_reactivation,0,1
AL000561,C37815,retail,22,MX,SG,3074.9,wire,CP7283,sanctions_match,0,0
AL000562,C88411,private,19,MX,US,83549.2,wire,CP1745,sanctions_match,3,0
AL000563,C32264,retail,18,AU,AU,18670.88,card,CP9253,dormant_reactivation,1,0
AL000564,C75432,retail,1,SG,JP,26615.11,wire,CP5603,dormant_reactivation,0,0
AL000565,C51358,private,13,SY,SY,215917.84,card,CP9049,high_risk_geo,0,0
AL000566,C25207,private,22,SG,GB,57850.21,wire,CP9108,sanctions_match,0,0
AL000567,C33678,retail,6,SG,CA,36044.25,wire,CP3757,pep_match,0,0
AL000568,C20070,private,18,ZA,VE,9077.97,card,CP5033,structuring,0,1
AL000569,C20625,private,10,MX,CA,25000.0,ach,CP8540,round_amount,5,0
AL000570,C52587,business,19,SG,FR,18160.13,ach,CP3118,high_risk_geo,0,0
AL000571,C41467,retail,12,FR,US,3722.06,card,CP7535,dormant_reactivation,0,0
AL000572,C66670,retail,9,TR,AU,3253.48,card,CP6080,velocity,0,0
AL000573,C65452,business,8,JP,JP,8997.43,ach,CP2478,high_risk_geo,0,0
AL000574,C30325,private,7,ZA,AU,10589.3,ach,CP9115,sanctions_match,0,0
AL000575,C49375,retail,4,CA,AU,226848.32,ach,CP5073,sanctions_match,0,0
AL000576,C43211,retail,21,US,US,7152.64,ach,CP6823,high_risk_geo,0,0
AL000577,C49013,retail,13,US,SG,9521.73,card,CP6143,structuring,0,0
AL000578,C89174,retail,5,SG,FR,4835.26,card,CP5248,velocity,0,0
AL000579,C88890,business,21,US,CA,43347.97,ach,CP8974,sanctions_match,1,0
AL000580,C34670,retail,3,ZA,AU,15272.3,wire,CP1439,pep_match,0,0
AL000581,C29978,retail,0,DE,DE,75579.01,ach,CP8295,sanctions_match,0,1
AL000582,C66595,business,0,SG,DE,2868.68,card,CP7810,velocity,0,0
AL000583,C73950,business,21,FR,AU,100000.0,ach,CP4799,round_amount,1,0
AL000584,C94696,private,3,AU,ZA,67328.29,ach,CP6681,sanctions_match,3,0
AL000585,C54453,retail,18,GB,DE,25000.0,ach,CP8675,round_amount,0,0
AL000586,C47022,retail,5,AU,NG,36782.31,cash,CP2412,dormant_reactivation,2,0
AL000587,C16166,retail,7,DE,SG,198473.87,card,CP1297,sanctions_match,0,0
AL000588,C73748,retail,3,GB,US,3370.55,ach,CP5224,pep_match,1,0
AL000589,C67386,business,3,US,FR,9668.96,card,CP8489,structuring,1,0
AL000590,C57400,business,3,CA,CA,28211.15,ach,CP3572,pep_match,0,0
AL000591,C64493,private,6,ZA,CA,9217.13,ach,CP1107,structuring,0,0
AL000592,C29871,retail,20,MX,GB,66870.9,cash,CP9677,sanctions_match,0,0
AL000593,C11303,retail,0,AU,AU,100000.0,cash,CP9476,round_amount,0,0
AL000594,C85308,business,20,JP,GB,5000.0,ach,CP1947,round_amount,0,0
AL000595,C51116,business,9,MM,MX,50000.0,card,CP6638,round_amount,1,0
AL000596,C55252,retail,20,GB,SG,10415.65,ach,CP7627,dormant_reactivation,2,0
AL000597,C82323,private,6,IR,JP,10000.0,ach,CP6115,round_amount,0,0
AL000598,C17857,retail,16,GB,FR,9622.58,ach,CP7110,structuring,0,1
AL000599,C86230,retail,10,CA,CA,25000.0,ach,CP9737,round_amount,0,0
AL000600,C57352,business,16,FR,GB,19007.75,cash,CP8443,dormant_reactivation,0,0
AL000601,C62789,retail,11,AU,US,10000.0,ach,CP9502,round_amount,0,0
AL000602,C26662,private,5,VE,AU,50000.0,cash,CP8942,round_amount,0,0
AL000603,C25566,private,11,CA,BR,5000.0,cash,CP7694,round_amount,3,0
AL000604,C28726,retail,15,FR,GB,93181.1,card,CP3328,sanctions_match,0,1
AL000605,C15856,private,11,FR,KP,9593.88,ach,CP7841,structuring,0,1
AL000606,C68973,retail,20,SG,BR,100000.0,wire,CP8357,round_amount,0,0
AL000607,C68077,retail,1,CA,AU,10000.0,card,CP5544,round_amount,0,0
AL000608,C16930,retail,19,NG,FR,17903.19,ach,CP9548,high_risk_geo,0,0
AL000609,C79932,retail,18,US,GB,69103.15,wire,CP6249,sanctions_match,2,0
AL000610,C23019,retail,8,US,GB,5000.0,card,CP9876,round_amount,0,0
AL000611,C17667,retail,10,FR,GB,4763.22,ach,CP5882,velocity,0,0
AL000612,C74615,retail,19,AU,MX,5000.0,wire,CP9333,round_amount,0,0
AL000613,C12440,private,13,CA,JP,100000.0,ach,CP5409,round_amount,0,0
AL000614,C28660,retail,16,CA,GB,2862.82,ach,CP7116,velocity,2,0
AL000615,C31939,retail,19,DE,AU,14034.84,wire,CP1008,high_risk_geo,0,0
AL000616,C80004,retail,9,MX,AU,4220.07,wire,CP2145,velocity,2,1
AL000617,C51720,retail,16,CA,NG,24976.43,card,CP6613,high_risk_geo,0,0
AL000618,C27527,retail,19,MM,DE,49154.49,ach,CP1033,dormant_reactivation,0,0
AL000619,C95078,retail,17,US,AU,22905.36,cash,CP2270,high_risk_geo,2,1
AL000620,C11105,retail,12,NG,CA,4861.59,ach,CP3044,velocity,1,0
AL000621,C91951,retail,2,BR,US,14200.5,card,CP5967,pep_match,0,0
AL000622,C93681,business,0,SG,AE,2489.55,cash,CP7489,velocity,1,0
AL000623,C26809,retail,5,SG,DE,36992.98,ach,CP2065,dormant_reactivation,1,0
AL000624,C90538,retail,22,TR,NG,13861.53,card,CP5143,pep_match,0,0
AL000625,C63330,retail,13,AE,NG,47165.1,wire,CP5489,dormant_reactivation,3,0
AL000626,C61361,retail,14,SG,US,11382.5,wire,CP4188,dormant_reactivation,0,0
AL000627,C18237,retail,5,AE,KP,21306.25,wire,CP2584,dormant_reactivation,0,0
AL000628,C53724,retail,10,US,JP,12670.39,wire,CP9514,pep_match,0,0
AL000629,C18523,private,1,VE,AE,22433.52,wire,CP3089,dormant_reactivation,5,0
AL000630,C90911,retail,12,AE,AU,25905.98,wire,CP7735,sanctions_match,0,0
AL000631,C13404,retail,20,US,SG,21519.67,ach,CP8439,pep_match,0,0
AL000632,C56581,retail,20,CA,CA,20788.33,wire,CP7897,high_risk_geo,1,0
AL000633,C50788,retail,20,GB,US,32356.35,ach,CP9866,sanctions_match,0,0
AL000634,C76467,private,4,FR,MX,4852.84,ach,CP1894,velocity,1,0
AL000635,C88612,retail,22,DE,DE,3606.51,wire,CP6425,pep_match,0,0
AL000636,C10484,business,1,JP,AU,853.29,ach,CP4654,velocity,2,0
AL000637,C19664,retail,0,DE,JP,37056.05,wire,CP6863,pep_match,0,0
AL000638,C32843,retail,7,FR,JP,243839.66,wire,CP6567,sanctions_match,0,0
AL000639,C54352,business,25,DE,FR,5737.94,ach,CP4444,sanctions_match,0,0
AL000640,C79803,retail,25,JP,AU,3455.8,wire,CP7196,dormant_reactivation,3,0
AL000641,C52949,retail,9,AU,KP,190889.05,ach,CP5049,sanctions_match,2,0
AL000642,C18503,retail,25,GB,ZA,10000.0,cash,CP3743,round_amount,2,0
